Beginnjahr;Beginnmonat;ZahlweiseInkasso;GeschlechtVP1;RauchertypVP1;x;n;t;Leistung;tba
2017;11;MONATLICH;WEIBLICH;RAUCHEN;27;34;10;750325.27;14852.59
2017;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;60;6;5;925553.9;32319.12
2019;8;MONATLICH;WEIBLICH;RAUCHEN;60;6;2;60401.96;5046.06
2019;2;MONATLICH;MAENNLICH;NICHTRAUCHEN;51;14;9;95428.99;1362.65
2018;7;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;21;3;2;782180.39;3235.22
2018;1;HALBJAEHRLICH;MAENNLICH;RAUCHEN;37;17;9;464998.26;5275.46
2019;10;JAEHRLICH;MAENNLICH;RAUCHEN;48;14;13;905392.42;13337.8
2017;2;MONATLICH;MAENNLICH;RAUCHEN;46;10;3;527233.67;15734.94
2018;3;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;33;27;18;409443.46;2851.29
2017;1;MONATLICH;MAENNLICH;RAUCHEN;26;23;4;52965.78;1073.78
2018;3;MONATLICH;WEIBLICH;RAUCHEN;23;9;1;924519.68;21865.68
2019;10;MONATLICH;WEIBLICH;NICHTRAUCHEN;54;4;1;60338.26;1847.22
2017;12;JAEHRLICH;WEIBLICH;RAUCHEN;56;5;4;22899.67;507.04
2017;2;JAEHRLICH;WEIBLICH;RAUCHEN;47;9;9;343319.99;3409.71
2018;7;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;58;7;5;295230.2;4882.86
2017;10;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;41;2;1;710314.37;4803.39
2019;4;MONATLICH;WEIBLICH;RAUCHEN;37;20;10;703116.95;9664.1
2019;3;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;41;3;3;90499.68;321.4
2019;4;MONATLICH;WEIBLICH;RAUCHEN;25;6;5;17416.4;60.73
2018;5;MONATLICH;MAENNLICH;RAUCHEN;39;25;10;107775.5;2656.68
2019;5;MONATLICH;MAENNLICH;RAUCHEN;41;18;15;658322.23;7291.76
2019;5;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;45;8;4;377725.03;3726.42
2017;10;MONATLICH;MAENNLICH;NICHTRAUCHEN;26;20;8;753865.85;5248.55
2017;4;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;32;29;14;289825.52;4196.72
2018;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;57;6;3;926568.28;18584.47
2019;12;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;26;39;4;39420.2;1530.16
2019;10;MONATLICH;MAENNLICH;NICHTRAUCHEN;48;7;3;773766.32;10420.18
2018;5;MONATLICH;WEIBLICH;NICHTRAUCHEN;56;6;5;671767.07;7928
2017;10;MONATLICH;WEIBLICH;NICHTRAUCHEN;19;34;3;781951.1;23571.13
2019;2;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;19;37;23;905754.48;4911.55
2017;7;MONATLICH;WEIBLICH;NICHTRAUCHEN;41;13;9;679809.36;4625.69
2019;7;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;60;2;1;451195.09;20623.69
2018;2;HALBJAEHRLICH;MAENNLICH;RAUCHEN;22;34;1;495084.37;64907.93
2018;1;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;50;13;4;912979.6;41994.26
2019;12;JAEHRLICH;WEIBLICH;RAUCHEN;27;22;22;388928.37;1666.53
2017;11;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;40;15;8;392287.5;3362.07
2018;6;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;25;26;4;838146.19;19790.44
2018;12;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;48;6;4;522459.28;4433.77
2019;2;MONATLICH;MAENNLICH;RAUCHEN;51;11;4;49970.46;1977.12
2018;10;MONATLICH;MAENNLICH;NICHTRAUCHEN;60;1;1;455296.98;4986.23
2018;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;27;27;4;469438.4;13213.15
2018;10;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;38;24;8;246708.73;3782.95
2017;9;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;25;6;5;458876.99;1455.41
2018;8;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;25;12;8;202638.17;908.25
2019;10;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;21;1;1;560418.94;1577.33
2017;6;HALBJAEHRLICH;MAENNLICH;RAUCHEN;46;5;1;258564.83;9367.64
2018;7;MONATLICH;MAENNLICH;RAUCHEN;36;16;2;750995.94;30401.4
2017;5;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;47;10;7;951812.1;8294.22
2017;5;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;52;11;8;843421.31;10010.57
2018;6;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;52;9;7;885614.76;17234.33
2019;12;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;52;6;6;552416.65;4094.91
2017;4;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;53;7;4;823253.14;11339.95
2019;10;MONATLICH;MAENNLICH;RAUCHEN;35;25;18;486884.04;5285.48
2018;7;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;48;11;7;435712.01;4518.22
2017;6;MONATLICH;WEIBLICH;RAUCHEN;26;8;7;871386.59;2995.72
2018;11;HALBJAEHRLICH;WEIBLICH;RAUCHEN;28;17;8;635484.9;4652.57
2019;2;MONATLICH;WEIBLICH;NICHTRAUCHEN;32;32;15;956289.46;10155.67
2017;12;MONATLICH;MAENNLICH;RAUCHEN;29;27;23;342639.93;2338.41
2019;8;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;18;19;1;371933.96;17893.47
2017;11;MONATLICH;MAENNLICH;NICHTRAUCHEN;27;24;18;871535.12;3942.67
2019;11;JAEHRLICH;MAENNLICH;RAUCHEN;30;26;20;384167.18;2832.6
2018;3;HALBJAEHRLICH;MAENNLICH;RAUCHEN;26;1;1;927620.43;2658.69
2017;6;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;38;24;17;865073.9;6909.03
2017;12;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;25;1;1;910034.58;2489.45
2018;1;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;26;11;6;906257.06;4903.63
2017;1;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;40;6;4;445310.52;2410.56
2017;4;MONATLICH;MAENNLICH;RAUCHEN;21;39;25;429517.72;3713.43
2019;8;JAEHRLICH;MAENNLICH;RAUCHEN;43;17;8;982388.21;19612.24
2019;8;MONATLICH;MAENNLICH;RAUCHEN;46;14;7;875777.69;19077.71
2018;11;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;56;4;4;706119.5;6474.44
2017;3;JAEHRLICH;WEIBLICH;RAUCHEN;42;23;7;998869.4;36115.95
2018;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;31;1;1;794976.52;2167.04
2017;4;MONATLICH;WEIBLICH;NICHTRAUCHEN;31;22;21;702346.47;2907.01
2019;6;JAEHRLICH;WEIBLICH;RAUCHEN;22;41;10;94017.05;2094.5
2019;2;MONATLICH;MAENNLICH;NICHTRAUCHEN;19;31;28;506810.58;1854.09
2017;6;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;23;18;1;234883.77;11559.21
2018;5;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;41;8;4;38918.51;439.25
2017;3;JAEHRLICH;WEIBLICH;RAUCHEN;38;12;3;219593.69;4408.26
2017;1;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;21;14;12;310766.62;983.91
2017;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;43;5;2;221715.9;2197.22
2019;11;HALBJAEHRLICH;WEIBLICH;RAUCHEN;25;25;8;203279.33;2321.04
2019;9;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;25;35;30;618123.45;3122.34
2019;5;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;38;2;1;72754.42;431.95
2018;5;HALBJAEHRLICH;MAENNLICH;RAUCHEN;44;8;8;411671.43;3087.68
2017;3;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;24;31;1;221496.83;19753.15
2018;3;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;28;11;8;576388.04;2165.1
2018;7;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;26;2;2;630434.59;1717.23
2018;10;MONATLICH;WEIBLICH;RAUCHEN;31;5;5;228574.71;749.24
2019;2;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;41;2;1;781243.45;5283.03
2018;4;HALBJAEHRLICH;WEIBLICH;RAUCHEN;40;18;9;655825.83;10265.03
2017;8;HALBJAEHRLICH;MAENNLICH;RAUCHEN;18;18;4;84456.25;990.86
2019;1;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;7;6;786152.9;8093.4
2017;9;MONATLICH;MAENNLICH;RAUCHEN;36;29;25;624230.58;7887.65
2017;6;MONATLICH;WEIBLICH;NICHTRAUCHEN;39;2;1;958007.53;6015.01
2019;5;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;41;8;2;628757.7;13800.76
2017;8;MONATLICH;WEIBLICH;RAUCHEN;33;22;18;132153.08;976.87
2017;6;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;36;16;2;500913.99;14007.81
2018;7;JAEHRLICH;WEIBLICH;RAUCHEN;31;5;2;919529.06;6902.66
2017;5;JAEHRLICH;MAENNLICH;RAUCHEN;55;2;1;250704.85;6961.4
2017;10;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;24;37;7;638282.12;17522.82
2019;10;JAEHRLICH;MAENNLICH;RAUCHEN;18;28;4;742228.86;14600.22
2019;11;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;45;12;6;572956.6;6354.44
2018;9;HALBJAEHRLICH;WEIBLICH;RAUCHEN;48;17;10;378246.46;9671.39
2018;11;JAEHRLICH;MAENNLICH;RAUCHEN;42;6;2;756216.59;12375.33
2019;5;MONATLICH;MAENNLICH;NICHTRAUCHEN;38;24;1;791838.18;91636.43
2017;5;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;39;20;12;343481.15;4657.81
2019;5;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;41;17;17;949177.91;5314.41
2019;4;MONATLICH;MAENNLICH;NICHTRAUCHEN;39;3;3;321376.7;1073.93
2018;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;48;3;3;758680.71;4057.63
2019;12;JAEHRLICH;WEIBLICH;RAUCHEN;30;11;3;562703.5;6461.74
2019;11;MONATLICH;WEIBLICH;RAUCHEN;55;1;1;805813.25;11199.47
2017;9;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;19;46;13;865873.61;11404.9
2017;9;HALBJAEHRLICH;MAENNLICH;RAUCHEN;22;4;1;283060.81;3068.28
2019;9;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;28;27;4;422479.11;12736.17
2019;9;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;47;1;1;198168.15;1408.56
2019;3;JAEHRLICH;MAENNLICH;RAUCHEN;25;34;27;340899.39;2522.11
2019;9;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;31;34;18;518340.93;4980.65
2018;4;HALBJAEHRLICH;WEIBLICH;RAUCHEN;47;19;11;135290.11;3555.27
2018;6;MONATLICH;MAENNLICH;NICHTRAUCHEN;47;7;5;675877.46;5298.18
2019;6;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;27;35;8;894696.95;14883.15
2018;5;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;34;25;3;550962.26;18129.04
2018;1;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;36;30;16;170225.44;1912.35
2019;10;HALBJAEHRLICH;MAENNLICH;RAUCHEN;43;7;1;168025.79;7146.05
2019;10;JAEHRLICH;MAENNLICH;RAUCHEN;32;23;18;809028.09;5905.96
2017;5;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;41;20;14;588334.66;8223.21
2019;9;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;42;6;1;981026.8;22426.04
2017;9;MONATLICH;MAENNLICH;RAUCHEN;26;5;3;918410.22;4334.49
2017;5;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;56;9;6;891876.98;14308.19
2017;4;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;57;8;5;891267.51;32718
2018;7;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;9;5;80997.63;1445.35
2018;9;MONATLICH;WEIBLICH;RAUCHEN;39;10;4;485153.3;6338.27
2019;1;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;41;5;3;312945.17;1901.34
2018;6;MONATLICH;MAENNLICH;NICHTRAUCHEN;22;13;3;819525.37;8738.05
2019;10;JAEHRLICH;WEIBLICH;RAUCHEN;34;13;12;196962.53;948.61
2017;12;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;55;8;5;436820.44;13074.76
2017;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;20;18;2;992472.03;21096.68
2018;10;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;46;19;6;945392.99;21610.34
2017;5;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;32;11;4;611444.16;4733.3
2019;2;MONATLICH;MAENNLICH;NICHTRAUCHEN;45;19;6;890094.44;19230.16
2018;5;MONATLICH;WEIBLICH;RAUCHEN;45;16;6;605581.2;17251.53
2017;10;JAEHRLICH;WEIBLICH;RAUCHEN;37;14;4;895954.56;15883.44
2019;9;HALBJAEHRLICH;WEIBLICH;RAUCHEN;24;23;17;473506.41;2339.7
2019;7;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;40;15;12;650958.5;3836.43
2018;10;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;56;2;2;58448.57;494.06
2018;11;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;52;5;1;644101.95;21805.79
2018;10;JAEHRLICH;MAENNLICH;RAUCHEN;37;23;12;897573.47;13247.57
2018;6;JAEHRLICH;WEIBLICH;RAUCHEN;59;7;3;909054;54562.84
2018;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;45;8;8;276358.13;1454.43
2018;3;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;46;15;2;466575.3;37044.24
2019;7;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;43;11;3;908533.04;15396.54
2017;12;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;49;7;6;380611.52;4761.83
2017;3;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;34;15;8;569766.43;4871.47
2019;11;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;55;10;1;222421.72;42569.54
2019;5;MONATLICH;WEIBLICH;RAUCHEN;45;16;5;853383.87;28830.35
2018;11;MONATLICH;MAENNLICH;NICHTRAUCHEN;43;13;8;532851.66;4528.13
2018;11;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;48;17;7;498596.28;17651.78
2017;5;MONATLICH;MAENNLICH;RAUCHEN;42;10;8;64054.81;553.46
2017;8;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;28;31;3;137523.29;4900.18
2019;7;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;59;4;4;786947.26;18570.21
2019;3;HALBJAEHRLICH;WEIBLICH;RAUCHEN;44;16;16;856312.56;9401.49
2017;1;JAEHRLICH;WEIBLICH;RAUCHEN;25;14;13;808973.69;2762.22
2018;3;HALBJAEHRLICH;MAENNLICH;RAUCHEN;45;18;5;684671.89;27832.27
2018;6;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;53;9;5;927026.38;14170.69
2019;7;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;48;6;3;78479.06;1435.26
2019;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;50;5;1;860690.08;26000.39
2018;1;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;19;28;21;380058.95;1482.65
2017;11;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;33;19;17;761594.06;3296.72
2018;5;MONATLICH;MAENNLICH;NICHTRAUCHEN;45;12;10;150405.93;1066.98
2017;1;MONATLICH;MAENNLICH;RAUCHEN;18;10;3;299998.84;2702.27
2018;12;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;21;39;22;162150;1078.65
2018;10;MONATLICH;MAENNLICH;NICHTRAUCHEN;52;8;3;591031.52;12022.15
2019;2;HALBJAEHRLICH;WEIBLICH;RAUCHEN;54;6;5;857912.34;16137.39
2019;6;HALBJAEHRLICH;MAENNLICH;RAUCHEN;25;19;19;429266.36;1547.37
2019;12;MONATLICH;MAENNLICH;RAUCHEN;47;10;5;107992;2155.27
2017;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;33;28;18;268874.16;3125.34
2017;9;MONATLICH;MAENNLICH;RAUCHEN;57;9;8;735151.79;21187.51
2018;6;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;20;12;4;416466.91;3360.27
2019;7;HALBJAEHRLICH;MAENNLICH;RAUCHEN;24;32;10;461065.07;6498.42
2018;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;39;12;11;616447.71;2836.42
2018;5;HALBJAEHRLICH;MAENNLICH;RAUCHEN;44;9;4;969364.28;16003.77
2019;12;MONATLICH;WEIBLICH;RAUCHEN;59;7;5;190806.2;7371.91
2018;4;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;39;22;18;884631.25;10201.42
2018;11;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;2;2;811240.1;5944.45
2018;11;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;54;5;3;751207.77;10071.79
2018;10;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;37;27;12;970574.92;12079.2
2019;1;MONATLICH;MAENNLICH;RAUCHEN;30;27;19;134582.26;1139.08
2019;5;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;25;38;13;708751.84;8217.78
2018;10;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;22;32;16;845353.43;5407.42
2019;12;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;58;3;3;812530.85;8105.18
2019;8;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;33;27;27;39182.81;313.47
2019;12;HALBJAEHRLICH;MAENNLICH;RAUCHEN;32;22;16;686696.38;5148.17
2017;5;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;33;27;21;549745.44;3409.6
2017;5;JAEHRLICH;MAENNLICH;RAUCHEN;42;6;2;716678.5;11728.3
2017;11;HALBJAEHRLICH;WEIBLICH;RAUCHEN;25;28;13;67963.88;615.74
2019;7;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;45;20;8;338573.11;6068.26
2019;12;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;57;1;1;25478.19;222.29
2017;7;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;48;10;7;276979.7;2567.74
2017;12;MONATLICH;MAENNLICH;RAUCHEN;41;11;8;742658.86;6746.8
2019;1;HALBJAEHRLICH;MAENNLICH;RAUCHEN;38;17;4;384001.71;9986.08
2018;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;52;3;1;393314.03;7681.28
2018;6;MONATLICH;MAENNLICH;RAUCHEN;22;39;31;869866.85;6834.23
2017;3;MONATLICH;WEIBLICH;NICHTRAUCHEN;23;43;39;875032.64;5219.54
2019;3;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;53;6;4;627854.05;13386.47
2018;7;MONATLICH;WEIBLICH;NICHTRAUCHEN;51;4;4;492772.52;3271.3
2017;8;MONATLICH;MAENNLICH;RAUCHEN;57;9;3;2716.74;190.4
2019;2;JAEHRLICH;WEIBLICH;RAUCHEN;38;11;5;678453.46;7428.19
2017;4;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;4;1;652728.3;21236.71
2019;7;JAEHRLICH;MAENNLICH;RAUCHEN;38;24;23;970400.63;9969.94
2017;12;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;44;10;5;405954.56;3995.09
2019;4;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;59;2;1;460443.92;9462.54
2017;11;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;18;5;3;459912.86;2085.74
2018;6;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;18;3;3;661598.4;1870.26
2018;1;HALBJAEHRLICH;MAENNLICH;RAUCHEN;33;11;3;989711.65;13068.48
2018;2;HALBJAEHRLICH;WEIBLICH;RAUCHEN;48;2;1;696239.85;10840.51
2017;12;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;42;24;3;650478.39;32874.23
2018;8;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;30;25;11;201624.77;2325.14
2018;12;MONATLICH;WEIBLICH;RAUCHEN;56;2;2;401147.11;6396.92
2017;4;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;37;22;14;345644.17;2662.75
2018;12;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;57;1;1;601611.66;5249.06
2019;8;JAEHRLICH;MAENNLICH;RAUCHEN;49;4;1;401635.36;14235.1
2018;11;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;29;7;6;176293.9;564.53
2019;6;HALBJAEHRLICH;WEIBLICH;RAUCHEN;37;4;2;140975.18;1069.78
2019;8;HALBJAEHRLICH;WEIBLICH;RAUCHEN;19;10;4;649743.42;4400.89
2017;9;JAEHRLICH;MAENNLICH;RAUCHEN;24;11;9;564098.47;2021.65
2018;10;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;18;46;26;653184.76;4703.03
2018;11;MONATLICH;WEIBLICH;NICHTRAUCHEN;31;31;30;84173.45;462.92
2017;7;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;35;15;14;678857.75;2748.34
2017;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;18;22;21;10395.66;31.62
2017;10;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;47;17;11;976990.99;11649.71
2019;6;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;35;31;3;733126.7;65883.75
2018;5;MONATLICH;MAENNLICH;NICHTRAUCHEN;32;1;1;481599.74;1333.52
2018;12;JAEHRLICH;WEIBLICH;RAUCHEN;38;26;9;336413.45;8918.07
2019;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;7;7;471419.86;4529.01
2018;11;MONATLICH;WEIBLICH;RAUCHEN;31;21;12;594698.7;4999.47
2018;7;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;36;6;6;647244.88;2048.33
2017;2;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;42;19;6;410850.14;7200.9
2017;12;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;34;30;18;59090.73;872.52
2019;12;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;29;37;24;368564.95;2985.01
2019;7;MONATLICH;WEIBLICH;NICHTRAUCHEN;54;10;2;218542.31;10043.08
2017;1;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;3;3;648303.18;5259.09
2017;5;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;27;8;4;471131.22;2393.78
2018;12;JAEHRLICH;MAENNLICH;RAUCHEN;26;39;11;753820.82;17773.68
2017;12;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;41;20;3;999832.07;57699.7
2019;7;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;30;27;23;966003.88;4735.81
2018;12;HALBJAEHRLICH;MAENNLICH;RAUCHEN;21;11;3;371046.68;3601.97
2019;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;34;9;2;102552.86;1319.65
2017;1;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;52;12;2;36281.18;3455.73
2018;9;HALBJAEHRLICH;MAENNLICH;RAUCHEN;39;8;3;641928.56;8157.42
2019;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;18;15;2;180553.13;3445.59
2018;4;HALBJAEHRLICH;WEIBLICH;RAUCHEN;37;29;4;25003.57;1693.95
2018;11;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;33;28;23;924420.54;8942.72
2017;7;MONATLICH;MAENNLICH;RAUCHEN;36;27;15;466388.26;7456.96
2017;10;MONATLICH;MAENNLICH;NICHTRAUCHEN;24;36;30;590892.37;3052.73
2019;3;JAEHRLICH;MAENNLICH;RAUCHEN;42;17;12;131120.57;1685.05
2018;8;MONATLICH;MAENNLICH;RAUCHEN;53;10;1;690237.8;109823.7
2017;2;JAEHRLICH;MAENNLICH;RAUCHEN;46;17;9;343414.59;7954.09
2017;8;MONATLICH;MAENNLICH;RAUCHEN;48;10;4;95011.85;2542.36
2017;5;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;56;8;4;563096.43;11514.78
2019;2;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;57;1;1;629428.47;5436.64
2019;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;30;23;13;98861.78;615
2018;10;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;20;34;10;353821.38;3521.6
2018;11;JAEHRLICH;MAENNLICH;RAUCHEN;47;16;2;792716.83;74848.33
2017;1;MONATLICH;MAENNLICH;RAUCHEN;23;13;9;577743.03;2470.99
2018;10;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;21;22;3;879431.69;15493.76
2019;1;MONATLICH;WEIBLICH;NICHTRAUCHEN;48;15;7;797602.09;12749.24
2019;8;MONATLICH;WEIBLICH;RAUCHEN;60;1;1;60405.87;1346.05
2019;4;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;36;1;1;75779.75;219.5
2017;4;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;26;3;2;263027.27;1030.51
2017;2;MONATLICH;WEIBLICH;NICHTRAUCHEN;35;8;1;742997.43;17069.71
2018;4;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;45;6;6;145649.19;719.63
2017;6;MONATLICH;WEIBLICH;RAUCHEN;45;7;5;345122.76;3703.98
2018;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;60;5;5;396428.44;5200.65
2018;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;35;13;12;583432.18;2269.62
2019;5;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;54;11;8;707813.2;19652.41
2017;12;MONATLICH;MAENNLICH;NICHTRAUCHEN;46;10;7;88058.99;726.81
2019;3;MONATLICH;MAENNLICH;NICHTRAUCHEN;44;21;20;613798.71;5138.69
2017;10;MONATLICH;WEIBLICH;RAUCHEN;40;3;3;108846.56;498.57
2019;1;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;59;3;1;175560.86;5454.34
2017;6;JAEHRLICH;MAENNLICH;RAUCHEN;19;28;12;28478.83;210.25
2018;10;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;58;4;1;144494.14;11602.7
2019;3;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;37;23;5;945321.42;31664.03
